playerId,fullName,birthDate,shootsCatches,height,weight
8477930,Pierre-Edouard Bellemare,1985-03-06,L,71,198
8474709,Matt Martin,1989-05-08,L,75,215
8476913,Devin Shore,1994-07-19,L,73,206
8479671,Mathieu Olivier,1997-02-11,R,73,222
8476981,Josh Anderson,1994-05-07,R,75,224
8478970,Jalen Chatfield,1996-05-15,R,73,188
8478508,Yakov Trenin,1997-01-13,L,74,201
8477392,Hudson Fasching,1995-07-28,R,75,209
8478872,Karel Vejmelka,1996-05-25,R,76,224
8482652,Walker Duehr,1997-11-23,R,74,210
8479066,Ryan Lomberg,1994-12-09,L,69,184
8480028,Morgan Frost,1999-05-14,L,72,193
8478099,Kevin Labanc,1995-12-12,R,71,185
8482077,Dylan Holloway,2001-09-23,L,73,206
8476914,Joonas Korpisalo,1994-04-28,L,75,189
8476921,Jordan Martinook,1992-07-25,L,72,196
8475855,Jesper Fast,1991-12-02,R,73,191
8481019,David Gustafsson,2000-04-11,L,74,196
8478904,Steven Lorentz,1996-04-13,L,76,216
8477220,Nate Schmidt,1991-07-16,L,72,192
8477021,Alex Kerfoot,1994-08-11,L,71,186
8473563,Nicklas Backstrom,1987-11-23,L,73,202
8475235,Nicolas Deslauriers,1991-02-22,L,73,218
8480073,Erik Brannstrom,1999-09-02,L,70,185
8479368,Max Jones,1998-02-17,L,75,216
8481477,Nico Sturm,1995-05-03,L,75,209
8470594,Marc-Andre Fleury,1984-11-28,L,74,185
8477494,Jonathan Drouin,1995-03-28,L,71,198
8471699,Andrew Cogliano,1987-06-14,L,70,179
8471677,Jack Johnson,1987-01-13,L,73,227
8480001,Urho Vaakanainen,1999-01-01,L,74,200
8479370,Tyson Jost,1998-03-14,L,71,187
8482679,Matt Coronato,2002-11-14,R,70,183
8480870,Bo Groulx,2000-02-06,L,74,198
8477293,Antti Raanta,1989-05-12,L,72,195
8479968,Vinni Lettieri,1995-02-06,R,70,184
8482117,Lukas Reichel,2002-05-17,L,72,170
8480011,Klim Kostin,1999-05-05,L,76,232
8478028,Fredrik Olofsson,1996-05-27,L,74,190
8478024,Ville Husso,1995-02-06,L,75,205
8474884,Mike Hoffman,1989-11-24,L,72,190
8476442,Matt Nieto,1992-11-05,L,71,187
8476624,Barclay Goodrow,1993-02-26,L,74,209
8477527,Ross Johnston,1994-02-18,L,77,234
8480068,Ryan Poehling,1999-01-03,L,74,204
8478007,Elvis Merzlikins,1994-04-13,L,75,184
8479379,Givani Smith,1998-02-27,L,74,214
8480144,David Kampf,1995-01-12,L,74,190
8475831,Philipp Grubauer,1991-11-25,L,73,188
8480853,Liam Foudy,2000-02-04,L,74,193
8482055,Drew O'Connor,1998-06-09,L,75,200
8481554,Kaapo Kakko,2001-02-13,L,74,205
8479351,Sam Steel,1998-02-03,L,72,185
8475311,Darcy Kuemper,1990-05-05,L,77,215
8481541,Samuel Bolduc,2000-12-09,L,76,220
8481598,Philip Broberg,2001-06-25,L,76,212
8478854,Ryan Shea,1997-02-11,L,74,200
8477962,Brendan Lemieux,1996-03-15,L,73,215
8480802,Ryan McLeod,1999-09-21,L,75,188
8480845,Rasmus Kupari,2000-03-15,R,74,201
8479383,Boris Katchouk,1998-06-18,L,74,206
8478078,Rourke Chartier,1996-04-03,L,72,201
8478585,Derek Ryan,1986-12-29,R,70,185
8478109,Victor Olofsson,1995-07-18,L,71,181
8480995,Pontus Holmberg,1999-03-09,L,72,188
8480848,Ty Dellandrea,2000-07-21,R,74,190
8484325,Waltteri Merela,1998-07-06,R,75,210
8479367,William Lockwood,1998-06-20,R,72,178
8480355,Mark Kastelic,1999-03-11,R,76,226
8477406,Mattias Janmark,1992-12-08,L,74,205
8478512,Austin Czarnik,1992-12-12,R,69,170
8481522,Peyton Krebs,2001-01-26,L,72,187
8480835,Jack Drury,2000-02-03,L,71,174
8471817,Ryan Reaves,1987-01-20,R,74,226
8477015,Connor Brown,1994-01-14,R,72,184
8470604,Jeff Carter,1985-01-01,R,75,219
8477484,Spencer Martin,1995-06-08,L,75,191
8474593,Jacob Markstrom,1990-01-31,L,78,207
8478406,Mackenzie Blackwood,1996-12-09,L,76,225
8476919,Chris Tierney,1994-07-01,L,73,191
8478492,Ilya Samsonov,1997-02-22,L,75,217
8479406,Filip Gustavsson,1998-06-07,L,74,184
8479973,Stuart Skinner,1998-11-01,L,76,230
8478211,Dryden Hunt,1995-11-24,L,72,193
8482821,Arvid Soderblom,1999-08-19,L,75,180
8480267,Sammy Walker,1999-06-07,R,70,180
8478470,Sam Montembeault,1996-10-30,L,75,222
8480280,Jeremy Swayman,1998-11-24,L,75,195
8479772,Zack MacEwen,1996-07-08,R,76,240
8480798,Philipp Kurashev,1999-10-12,L,72,190
8474145,Robert Bortuzzo,1989-03-18,R,76,216
8480823,Alexander Alexeyev,1999-11-15,L,76,213
8480313,Logan Thompson,1997-02-25,R,76,205
8479292,Charlie Lindgren,1993-12-18,R,74,179
8479293,Brandon Tanev,1991-12-31,L,72,189
8480830,Andrei Svechnikov,2000-03-26,L,74,195
8475722,Jason Zucker,1992-01-16,L,71,192
8479320,Max Lajoie,1997-11-05,L,73,191
8479321,Lucas Johansen,1997-11-16,L,74,176
8474716,Jared Spurgeon,1989-11-29,R,69,166
8479328,Julien Gauthier,1997-10-15,R,76,226
8475233,David Savard,1990-10-22,R,73,238
8480871,Adam Boqvist,2000-08-15,R,72,189
8475752,Tyler Pitlick,1991-11-01,R,74,199
8479339,Patrik Laine,1998-04-19,R,77,215
8482411,Hunter Shepard,1995-11-07,L,72,215
8480880,Jakub Lauko,2000-03-28,L,73,193
8477810,Joel Hanley,1991-06-08,L,71,186
8475766,Austin Watson,1992-01-13,R,76,209
8479362,Riley Tufte,1998-04-10,L,78,230
8471686,Marc Staal,1987-01-13,L,76,208
8477831,Pheonix Copley,1992-01-18,L,76,205
8479369,Andrew Peeke,1998-03-17,R,75,214
8475789,Jack Campbell,1992-01-09,L,75,200
8479378,Logan Stanley,1998-05-26,L,79,231
8483482,Tristan Luneau,2004-01-12,R,73,195
8477851,Jordan Oesterle,1992-06-25,L,72,187
8476316,Laurent Brossoit,1993-03-23,L,75,203
8483489,Fraser Minten,2004-07-05,L,74,192
8475809,Scott Wedgewood,1992-08-14,L,74,201
8482470,Ilya Solovyov,2000-07-20,L,75,208
8477353,Tyler Motte,1995-03-10,L,70,194
8482475,Yegor Chinakhov,2001-02-01,L,73,204
8477361,Cal Petersen,1994-10-19,R,74,185
8480947,Kevin Lankinen,1995-04-28,L,74,190
8476341,Anton Forsberg,1992-11-27,L,75,195
8471734,Jonathan Quick,1986-01-21,L,73,215
8483512,Matt Savoie,2004-01-01,R,69,179
8475839,Louis Domingue,1992-03-06,R,75,209
8477887,Patrick Brown,1992-05-29,R,73,218
8478916,Joey Daccord,1996-08-19,L,74,201
8483524,Shane Wright,2004-01-05,R,72,192
8477380,Jonny Brodzinski,1993-06-19,R,72,204
8477384,Josh Brown,1994-01-21,R,77,220
8479439,Jacob MacDonald,1993-02-26,L,72,204
8475343,Nic Dowd,1990-05-27,R,73,193
8482511,Mason Lohrei,2001-01-17,L,77,211
8480468,James Hamblin,1999-04-27,L,70,185
8480981,Joel Hofer,2000-07-30,L,77,179
8478424,Jansen Harkins,1997-05-23,L,74,197
8477919,Frederick Gaudreau,1993-05-01,R,72,184
8480992,Magnus Chrona,2000-08-28,L,76,194
8479458,Nikita Zaitsev,1991-10-29,R,74,192
8478435,Dan Vladar,1997-08-20,L,77,209
8471274,Alex Goligoski,1985-07-30,L,71,173
8475883,Frederik Andersen,1989-10-02,L,76,238
8477931,Tomas Nosek,1992-09-01,L,75,205
8477935,Sam Bennett,1996-06-20,L,73,195
8477938,Haydn Fleury,1996-07-08,L,76,207
8476915,Jujhar Khaira,1994-08-13,L,76,212
8481523,Kirby Dach,2001-01-21,R,76,217
8481013,Jonatan Berggren,2000-07-16,L,71,197
8478450,Parker Wotherspoon,1997-08-24,L,73,195
8478454,Noah Juulsen,1997-04-02,R,74,201
8479994,Jaret Anderson-Dolan,1999-09-12,L,71,200
8478971,Connor Ingram,1997-03-31,L,74,196
8479996,Cody Glass,1999-04-01,R,75,206
8481534,Raphael Lavoie,2000-09-25,R,76,215
8477952,Robby Fabbri,1996-01-22,L,73,185
8481537,Nikita Okhotiuk,2000-12-04,L,73,195
8480003,Jesper Boqvist,1998-10-30,L,73,184
8481028,Martin Pospisil,1999-11-19,L,74,173
8476932,Anthony Stolarz,1994-01-20,L,78,243
8477444,Andre Burakovsky,1995-02-09,L,75,209
8481031,Ivan Prosvetov,1999-03-05,L,77,195
8477446,Michael McCarron,1995-03-07,R,78,232
8481033,Akira Schmid,2000-05-12,L,77,205
8481543,Nikita Alexandrov,2000-09-16,L,73,177
8481035,Samuel Ersson,1999-10-20,L,75,194
8480007,Jonas Rondbjerg,1999-03-31,L,74,202
8482061,Brandon Biro,1998-03-11,L,71,170
8477454,Adam Erne,1995-04-20,L,73,215
8480014,Gabriel Vilardi,1999-08-16,R,75,216
8477968,Alex Nedeljkovic,1996-01-07,L,72,208
8476429,Scott Mayfield,1992-10-14,R,77,220
8476433,Magnus Hellberg,1991-04-04,L,78,220
8480021,Jack Studnicka,1999-02-18,R,73,187
8482074,Connor Zary,2001-09-25,L,72,178
8477979,Nicolas Aube-Kubel,1996-05-10,R,72,207
8481564,Ryan Johnson,2001-07-24,L,72,170
8481567,Henry Thrun,2001-03-12,L,74,190
8479522,Hardy Haman Aktell,1998-07-04,L,75,198
8481059,Scott Perunovich,1998-08-18,L,70,175
8477989,Christian Dvorak,1996-02-02,L,73,192
8477480,Eric Comrie,1995-07-06,L,73,183
8482088,Justin Sourdif,2002-03-24,R,71,180
8477482,Zach Sanford,1994-11-09,L,76,206
8480045,Ukko-Pekka Luukkonen,1999-03-09,L,77,217
8481582,Nicholas Robertson,2001-09-11,L,69,178
8482094,Daemon Hunt,2002-05-15,L,73,201
8477488,Brett Pesce,1994-11-15,R,75,206
8482095,Tyler Kleven,2002-01-10,L,76,200
8484145,Zach Benson,2005-05-12,L,69,163
8480051,Cayden Primeau,1999-08-11,L,75,207
8476469,Joel Armia,1993-05-31,R,75,216
8479546,Oskar Steen,1998-03-09,R,70,196
8480058,Pierre-Olivier Joseph,1999-07-01,L,74,185
8481600,Tobias Bjornfot,2001-04-06,L,73,200
8476994,Vinnie Hinostroza,1994-04-03,R,70,183
8480070,Ian Mitchell,1999-01-18,R,72,192
8481611,Pyotr Kochetkov,1999-06-25,L,75,205
8482126,Emil Andrae,2002-02-23,L,69,189
8480084,Nick DeSimone,1994-11-21,R,74,185
8482133,Thomas Bordeleau,2002-01-03,L,70,175
8478039,Kaapo Kahkonen,1996-08-16,L,74,217
8482142,Jamie Drysdale,2002-04-08,R,71,185
8478046,Danton Heinen,1995-07-05,L,74,195
8481122,Simon Benoit,1998-09-19,L,76,205
8478051,Max Willman,1995-02-13,L,72,184
8482148,Hendrix Lapierre,2002-02-09,L,72,180
8477035,Matt Tomkins,1994-06-19,L,76,191
8482162,Roby Jarventie,2002-08-08,L,74,184
8478067,Oskar Lindblom,1996-08-15,L,73,191
8481147,Reese Johnson,1998-07-10,R,73,193
8473473,Milan Lucic,1988-06-07,L,75,236
8473986,Alex Killorn,1989-09-14,L,73,194
8482192,Isaak Phillips,2001-09-28,L,75,205
8477073,Kurtis MacDermid,1994-03-25,L,77,233
8482713,Mackie Samoskevich,2002-11-15,R,71,183
8484254,Akito Hirose,1999-04-09,L,72,170
8473503,James Reimer,1988-03-15,L,74,200
8484259,Ondrej Pavel,2000-08-29,L,74,205
8481708,Zac Jones,2000-10-18,L,70,176
8482221,Devon Levi,2001-12-27,L,72,184
8482222,Alexander Barabanov,1994-06-17,L,70,195
8481206,John Ludvig,2000-08-02,L,73,213
8474040,Sam Gagner,1989-08-10,R,71,200
8480184,Gustav Lindström,1998-10-20,R,74,194
8482751,Ryan Winterton,2003-09-04,R,74,175
8478146,Matthew Highmore,1996-02-27,L,71,188
8480196,Jacob Bryson,1997-11-18,L,69,176
8482245,Artem Zub,1995-10-03,R,75,204
8474567,Zach Bogosian,1990-07-15,R,75,231
8474568,Luke Schenn,1989-11-02,R,74,225
8482250,Callahan Burke,1997-03-19,R,70,183
8481743,Marc Del Gaizo,1999-10-11,L,71,188
8481239,Samuel Fagemo,2000-03-14,R,72,200
8481751,Lukas Rousek,1999-04-20,L,71,171
8479193,Casey DeSmith,1991-08-13,L,72,181
8480216,Jacob Peterson,1999-07-19,L,73,180
8476422,Mike Reilly,1993-07-13,L,73,196
8480727,Zach Whitecloud,1996-11-28,R,74,218
8484321,Nikolas Matinpalo,1998-10-05,R,75,207
8474596,Jake Allen,1990-08-07,L,74,197
8473575,Semyon Varlamov,1988-04-27,L,74,205
8480762,Eric Robinson,1995-06-14,L,74,211
8480252,Cole Guttman,1999-04-06,R,69,167
8479376,Victor Mete,1998-06-07,L,69,187
8482259,Bobby McMann,1996-06-15,L,74,210
8481692,Dustin Wolf,2001-04-16,L,72,166
8476927,Teddy Blueger,1994-08-15,L,72,185
8481641,Joel Kiviranta,1996-03-23,L,71,185
8484258,Sam Malinski,1998-07-27,R,71,190
8478452,Caleb Jones,1997-06-06,L,73,194
8481024,Linus Karlsson,1999-11-16,R,73,178
8481056,Spencer Stastney,2000-01-04,L,72,184
8477986,Brandon Montour,1994-04-11,R,72,199
8476934,Brock McGinn,1994-02-02,L,72,187
8477932,Aaron Ekblad,1996-02-07,R,76,215
8483597,Milos Kelemen,1999-07-06,L,74,210
8479981,Jonah Gadjovich,1998-10-12,L,74,209
8476525,Colin Miller,1992-10-29,R,73,200
8479312,Alex Lyon,1992-12-09,L,73,196
8479536,Axel Jonsson-Fjallby,1998-02-10,L,73,189
8479026,Philippe Myers,1997-01-25,R,78,219
8481043,Cole Koepke,1998-05-17,L,73,203
8475795,Dylan McIlrath,1992-04-20,R,77,232
8482101,Danil Gushchin,2002-02-06,L,68,165
8476441,Joel Edmundson,1993-06-28,L,77,221
8477464,Nic Petan,1995-03-22,L,69,175
8480441,Trey Fix-Wolansky,1999-05-26,R,67,191
8480891,Michael Kesselring,2000-01-13,R,76,190
8482496,Nils Aman,2000-02-07,L,74,179
8475717,Calvin Pickard,1992-04-15,L,73,206
8481609,Vladislav Kolyachonok,2001-05-26,L,73,193
8483468,Jiri Kulich,2004-04-14,L,73,186
8482765,Isak Rosen,2003-03-15,L,72,173
8479982,Conor Timmins,1998-09-18,R,74,206
8480306,Grant Hutton,1995-07-25,R,75,206
8479315,Joey Anderson,1998-06-19,R,72,207
8476883,Andrei Vasilevskiy,1994-07-25,L,76,220
8481593,Jayden Struble,2001-09-08,L,72,202
8480890,Jan Jenik,2000-09-15,L,73,185
8477499,Rasmus Ristolainen,1994-10-27,R,76,208
8479423,Alex Nylander,1998-03-02,R,73,192
8477473,Justin Bailey,1995-07-01,R,76,214
8480226,Marián Studenic,1998-10-28,L,73,190
8483495,Simon Nemec,2004-02-15,R,73,190
8478956,Samuel Laberge,1997-04-10,L,74,206
8479533,Joona Koppanen,1998-02-25,L,77,216
8478477,Mitchell Stephens,1997-02-05,R,72,203
8479249,Andrew Poturalski,1994-01-14,R,70,187
8480990,Declan Chisholm,2000-01-12,L,73,190
8484287,Cole McWard,2001-06-09,R,73,192
8476873,Mark Jankowski,1994-09-13,L,76,212
8481806,Louis Crevier,2001-05-04,R,80,228
8482712,Oskar Olausson,2002-11-10,L,73,180
8476323,Max McCormick,1992-05-01,L,71,188
8480836,Jonathan Gruden,2000-05-04,L,72,172
8482982,Jet Greaves,2001-03-30,L,72,184
8481703,Valtteri Puustinen,1999-06-04,R,69,183
8479944,Zach Aston-Reese,1994-08-10,L,73,205
8474889,Martin Jones,1990-01-10,L,77,203
8482858,Ryker Evans,2001-12-13,L,71,189
8483401,Marc Johnstone,1996-06-19,R,72,181
8483565,Nick Blankenburg,1998-05-12,R,69,177
8481070,Hugh McGing,1998-07-11,L,68,176
8474062,Riley Nash,1989-05-09,R,73,187
8480238,Jiri Patera,1999-02-24,L,75,212
8483570,Ben Meyers,1998-11-15,L,71,194
8480245,Olle Lycksell,1999-08-24,L,70,163
8484314,Jiri Smejkal,1996-11-05,L,76,209
8479419,Brett Murray,1998-07-20,L,77,228
8474141,Patrick Kane,1988-11-19,L,70,177
8481441,Joe Snively,1996-01-01,L,69,176
8480193,Daniil Tarasov,1999-03-27,L,77,201
8483619,Filip Roos,1999-01-05,L,76,190
8476907,Mackenzie MacEachern,1994-03-09,L,74,193
8482070,Mitchell Chaffee,1998-01-26,R,73,201
8479421,Jacob Moverare,1998-08-31,L,75,210
8481726,Adam Edstrom,2000-10-12,L,79,234
8481065,Angus Crookshank,1999-10-02,L,70,181
